name,ring,quadrant,isNew,description
Java 8,hold,Languages & frameworks,FALSE,Java — строго типизированный объектно-ориентированный язык программирования общего назначения, разработанный компанией Sun Microsystems (в последующем приобретённой компанией Oracle). Разработка ведётся сообществом, организованным через Java Community Process, язык и основные реализующие его технологии распространяются по лицензии GPL. Права на торговую марку принадлежат корпорации Oracle.
Java 11,adopt,Languages & frameworks,TRUE,Java — строго типизированный объектно-ориентированный язык программирования общего назначения, разработанный компанией Sun Microsystems (в последующем приобретённой компанией Oracle). Разработка ведётся сообществом, организованным через Java Community Process, язык и основные реализующие его технологии распространяются по лицензии GPL. Права на торговую марку принадлежат корпорации Oracle.
C++,adopt,Languages & frameworks,FALSE,C++ — компилируемый, статически типизированный язык программирования общего назначения. Поддерживает такие парадигмы программирования, как процедурное программирование, объектно-ориентированное программирование, обобщённое программирование.
C#,adopt,Languages & frameworks,FALSE,C# — объектно-ориентированный язык программирования. Разработан в 1998—2001 годах группой инженеров компании Microsoft под руководством Андерса Хейлсберга и Скотта Вильтаумота как язык разработки приложений для платформы Microsoft .NET Framework. Впоследствии был стандартизирован как ECMA-334 и ISO/IEC 23270.
PL/SQL,adopt,Languages & frameworks,FALSE,PL/SQL — язык программирования, процедурное расширение языка SQL, разработанное корпорацией Oracle. Базируется на языке Ада. PL/SQL встроен в следующие СУБД: Oracle Database, TimesTen и IBM DB2.
Groovy,adopt,Languages & frameworks,FALSE,Groovy — объектно-ориентированный язык программирования, разработанный для платформы Java как дополнение к языку Java с возможностями Python, Ruby и Smalltalk. Использует Java-подобный синтаксис с динамической компиляцией в JVM байт-код и напрямую работает с другим Java-кодом и библиотеками.
Python 3.6,adopt,Languages & frameworks,TRUE,Python — высокоуровневый язык программирования общего назначения, ориентированный на повышение производительности разработчика и читаемости кода. Синтаксис ядра Python минималистичен. В то же время стандартная библиотека включает большой набор полезных функций.
Python 2.7,hold,Languages & frameworks,FALSE,Python — высокоуровневый язык программирования общего назначения, ориентированный на повышение производительности разработчика и читаемости кода. Синтаксис ядра Python минималистичен. В то же время стандартная библиотека включает большой набор полезных функций.
Kotlin,assess,Languages & frameworks,TRUE,Kotlin — статически типизированный, объектно-ориентированный язык программирования, работающий поверх Java Virtual Machine и разрабатываемый компанией JetBrains. Также компилируется в JavaScript и в исполняемый код ряда платформ через инфраструктуру LLVM.
PHP 7.1,hold,Languages & frameworks,FALSE,PHP — скриптовый язык общего назначения, интенсивно применяемый для разработки веб-приложений. В настоящее время поддерживается подавляющим большинством хостинг-провайдеров и является одним из лидеров среди языков, применяющихся для создания динамических веб-сайтов.
bash,adopt,Tools,FALSE,Bash — усовершенствованная и модернизированная вариация командной оболочки Bourne shell. Одна из наиболее популярных современных разновидностей командной оболочки UNIX. Особенно популярна в среде Linux, где она часто используется в качестве предустановленной командной оболочки.
QML,hold,Languages & frameworks,FALSE,QML — декларативный язык программирования, основанный на JavaScript, предназначенный для дизайна приложений, делающих основной упор на пользовательский интерфейс. Является частью Qt Quick, среды разработки пользовательского интерфейса, распространяемой вместе с Qt.
Lua,trial,Languages & frameworks,FALSE,Lua — скриптовый язык программирования, разработанный в подразделении Tecgraf Католического университета Рио-де-Жанейро. Интерпретатор языка является свободно распространяемым, с открытыми исходными текстами на языке Си.
JavaScript,adopt,Languages & frameworks,FALSE,JavaScript — мультипарадигменный язык программирования. Поддерживает объектно-ориентированный, императивный и функциональный стили. Является реализацией стандарта ECMAScript. JavaScript обычно используется как встраиваемый язык для программного доступа к объектам приложений.
SAS 9.4,trial,Platforms,FALSE,"SAS (previously ""Statistical Analysis System"") is a statistical software suite developed by SAS Institute for data management, advanced analytics, multivariate analysis, business intelligence, criminal investigation, and predictive analytics."
SAP Netweaver,hold,Platforms,FALSE,SAP NetWeaver — тиражируемое связующее программное решение компании SAP, которое стало технической основой для всех приложений SAP Business Suite. SAP NetWeaver позиционируется для потребителя как сервисно-ориентированная интеграционная платформа.
1C,adopt,Platforms,FALSE,«Фирма 1С» — российская компания, занимающаяся изданием, поддержкой и разработкой компьютерных программ, баз данных делового и домашнего назначения и компьютерных игр.
MS Exchange,adopt,Platforms,FALSE,Microsoft Exchange Server — программный продукт для обмена сообщениями и совместной работы.
MS File storage,hold,Tools,FALSE,Совместная работа с файлами из любой точки мира
MS Distributed file storage,hold,Tools,FALSE,Distributed File System (DFS) — компонент Microsoft Windows, использующийся для упрощения доступа и управления файлами, физически распределёнными по сети. При её использовании файлы, распределённые по серверам, представляются находящимися в одном месте.
MongoDB 3.4,adopt,Data management,FALSE,MongoDB — документоориентированная система управления базами данных с открытым исходным кодом, не требующая описания схемы таблиц. Считается одним из классических примеров NoSQL-систем, использует JSON-подобные документы и схему базы данных. Написана на языке C++.
PostgreSQL,adopt,Data management,TRUE,PostgreSQL — свободная объектно-реляционная система управления базами данных. Существует в реализациях для множества UNIX-подобных платформ, включая AIX, различные BSD-системы, HP-UX, IRIX, Linux, macOS, Solaris/OpenSolaris, Tru64, QNX, а также для Microsoft Windows
Elasticsearch,adopt,Data management,FALSE,Elasticsearch — тиражируемая свободная программная поисковая система, по состоянию на середину 2010-х годов — самая популярная в своей категории. Написана на Java, распространяется по лицензии Apache
MariaDB,adopt,Data management,FALSE,MariaDB — ответвление от системы управления базами данных MySQL, разрабатываемое сообществом под лицензией GNU GPL. Разработку и поддержку MariaDB осуществляет компания MariaDB Corporation Ab и фонд MariaDB Foundation.
Galera cluster,adopt,Tools,FALSE,Galera Cluster for MySQL is  a true Multi-Master Cluster based on synchronous replication. It’s an easy-to-use, high-availability solution, which provides high system up-time, no data loss and scalability for future growth.
Redis,adopt,Data management,FALSE,Redis — резидентная система управления базами данных класса NoSQL с открытым исходным кодом, работающая со структурами данных типа «ключ — значение». Используется как для баз данных, так и для реализации кэшей, брокеров сообщений. Ориентирована на достижение максимальной производительности на атомарных операциях.
MS SQL,hold,Data management,FALSE,Microsoft SQL Server — система управления реляционными базами данных, разработанная корпорацией Microsoft. Основной используемый язык запросов — Transact-SQL, создан совместно Microsoft и Sybase. Transact-SQL является реализацией стандарта ANSI/ISO по структурированному языку запросов с расширениями.
MySQL,hold,Data management,FALSE,MySQL — свободная реляционная система управления базами данных. Разработку и поддержку MySQL осуществляет корпорация Oracle, получившая права на торговую марку вместе с поглощённой Sun Microsystems, которая ранее приобрела шведскую компанию MySQL AB.
Oracle Database,hold,Data management,FALSE,Oracle Database или Oracle RDBMS — объектно-реляционная система управления базами данных компании Oracle.
SQL Anywhere,hold,Data management,FALSE,SAP SQL Anywhere - это запатентованный продукт системы управления реляционными базами данных от SAP. SQL Anywhere был известен как Sybase SQL Anywhere до приобретения Sybase компанией SAP.
Azure SQL,hold,Platforms,FALSE,Microsoft Azure SQL Databases — это облачный сервис от корпорации Microsoft, предоставляющий возможность хранения и обработки реляционных данных, а также генерации отчетности. Предоставляет функциональность для различных сценариев синхронизации данных. Является частью Microsoft Azure.
Hazelcast,adopt,Platforms,FALSE,В области вычислений Hazelcast IMDG - это сетка данных в памяти с открытым исходным кодом, основанная на Java.
Firebird,adopt,Data management,FALSE,Firebird — свободная кроссплатформенная реляционная система управления базами данных, работающая на macOS, Linux, Microsoft Windows и некоторых Unix-платформах. 
MS IIS,hold,Platforms,FALSE,IIS (Internet Information Services, до версии 5.1 — Internet Information Server) — проприетарный набор серверов для нескольких служб Интернета от компании Microsoft. IIS распространяется с Windows NT.
